#,receptor,ligand,centerx,centery,centerz,sizex,sizey,sizez
i,CXCR4_3ODU,ZINC00968327,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,Memantine,18,-8,65,18.409,18.441,18.476
i,CXCR4_3ODU,ZINC01481815,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC01542392,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC01552174,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC03812865,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC03830332,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC03831625,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC03860156,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC03875334,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC03927870,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC04213946,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC13540266,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU,ZINC19594535,18,-8,65,18.409,18.441,18.476  
i,CXCR4_3ODU_H,ZINC00968327,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,Memantine,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC01481815,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC01542392,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC01552174,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC03812865,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC03830332,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC03831625,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC03860156,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC03875334,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC03927870,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC04213946,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC13540266,18,-8,65,18.409,18.441,18.476 
i,CXCR4_3ODU_H,ZINC19594535,18,-8,65,18.409,18.441,18.476   
i,D3R_3PBL,Memantine,2,-16,7,18.409,18.441,18.476  
i,D3R_3PBL,ZINC00968327,2,-16,7,18.409,18.441,18.476  
i,D3R_3PBL,ZINC01481815,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC01542392,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC01552174,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC03812865,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC03830332,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC03831625,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC03860156,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC03875334,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC03927870,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC04213946,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC13540266,2,-16,7,18.409,18.441,18.476    
i,D3R_3PBL,ZINC19594535,2,-16,7,18.409,18.441,18.476  
i,D3R_3PBL_H,Memantine,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC00968327,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC01481815,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC01542392,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC01552174,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC03812865,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC03830332,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC03831625,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC03860156,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC03875334,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC03927870,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC04213946,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC13540266,2,-16,7,18.409,18.441,18.476 
i,D3R_3PBL_H,ZINC19594535,2,-16,7,18.409,18.441,18.476   
i,H1R_3RZE,Memantine,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC00968327,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC01481815,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC01542392,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC01552174,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC03812865,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC03830332,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC03831625,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC03860156,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC03875334,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC03927870,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC04213946,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC13540266,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE,ZINC19594535,14,34,23,18.409,18.441,18.476  
i,H1R_3RZE_H,Memantine,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC00968327,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC01481815,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC01542392,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC01552174,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC03812865,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC03830332,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC03831625,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC03860156,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC03875334,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC03927870,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC04213946,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC13540266,14,34,23,18.409,18.441,18.476 
i,H1R_3RZE_H,ZINC19594535,14,34,23,18.409,18.441,18.476   
i,M2M_3UON,Memantine,11,3,-8,18.409,18.441,18.476
i,M2M_3UON,ZINC00968327,11,3,-8,18.409,18.441,18.476
i,M2M_3UON,ZINC01481815,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC01542392,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC01552174,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC03812865,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC03830332,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC03831625,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC03860156,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC03875334,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC03927870,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC04213946,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC13540266,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON,ZINC19594535,11,3,-8,18.409,18.441,18.476  
i,M2M_3UON_H,Memantine,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC00968327,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC01481815,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC01542392,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC01552174,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC03812865,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC03830332,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC03831625,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC03860156,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC03875334,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC03927870,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC04213946,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC13540266,11,3,-8,18.409,18.441,18.476 
i,M2M_3UON_H,ZINC19594535,11,3,-8,18.409,18.441,18.476   
i,mGlu1_4OR2,ZINC00968327,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,Memantine,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC01481815,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC01542392,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC01552174,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC03812865,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC03830332,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC03831625,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC03860156,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC03875334,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC03927870,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC04213946,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC13540266,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC19594535,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00968327,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC01481815,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC01542392,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC01552174,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC03812865,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC03830332,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC03831625,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC03860156,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC03875334,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC03927870,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC04213946,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC13540266,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2_H,ZINC19594535,21,-20,28,18.409,18.441,18.476  
i,Mu_4N6H,ZINC00968327,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC01481815,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC01542392,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC01552174,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC03812865,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC03830332,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC03831625,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC03860156,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC03875334,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC03927870,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC04213946,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC13540266,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC19594535,-7,-71,70,18.409,18.441,18.476                                                      
i,Mu_4N6H_H,ZINC00968327,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC01481815,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC01542392,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC01552174,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC03812865,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC03830332,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC03831625,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC03860156,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC03875334,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC03927870,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC04213946,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC13540266,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H_H,ZINC19594535,-7,-71,70,18.409,18.441,18.476   
i,Rhodopsin_1F88,ZINC00968327,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC01481815,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC01542392,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC01552174,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC03812865,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC03830332,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC03831625,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC03860156,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC03875334,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC03927870,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC04213946,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC13540266,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00968327,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC01481815,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC01542392,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC01552174,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC03812865,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC03830332,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC03831625,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC03860156,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC03875334,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC03927870,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC04213946,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88_H,ZINC13540266,70,17,10,18.409,18.441,18.476   
i,SIP_3V2W,ZINC00968327,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC01481815,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC01542392,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC01552174,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC03812865,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC03830332,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC03831625,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC03860156,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC03875334,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC03927870,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC04213946,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC13540266,10,20,13,18.409,18.441,18.476  
i,SIP_3V2W_H,ZINC00968327,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC01481815,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC01542392,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC01552174,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC03812865,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC03830332,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC03831625,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC03860156,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC03875334,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC03927870,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC04213946,10,20,13,18.409,18.441,18.476
i,SIP_3V2W_H,ZINC13540266,10,20,13,18.409,18.441,18.476                                                       
i,SMO_4JKV,ZINC00968327,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC01481815,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC01542392,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC01552174,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC03812865,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC03830332,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC03831625,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC03860156,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC03875334,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC03927870,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC04213946,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC13540266,-25,22,20,18.409,18.441,18.476  
i,SMO_4JKV_H,ZINC00968327,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC01481815,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC01542392,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC01552174,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC03812865,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC03830332,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC03831625,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC03860156,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC03875334,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC03927870,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC04213946,-25,22,20,18.409,18.441,18.476
i,SMO_4JKV_H,ZINC13540266,-25,22,20,18.409,18.441,18.476
i,A2A_4UHR,3D1,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,3D1,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,4DX,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,4DX,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ACT,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ACT,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ANP,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,ANP,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,DAO,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,DAO,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,DIH,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,DIH,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,MGT,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,MGT,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,N8M,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,N8M,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,NAD,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,NAD,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,T27,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR_H,T27,-18,8,-40,20.409,20.441,18.476 
i,A2A_4UHR,ZINC00001506,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00001506,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR,ZINC00001592,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00001592,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00002171,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00002171,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00004579,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00004579,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00005256,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00005256,-18,8,-40,20.409,20.441,18.476    
i,A2A_4UHR,ZINC00007580,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00007580,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR,ZINC00000023,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000023,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000053,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000053,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000056,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000056,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000061,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000061,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000083,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000083,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000095,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000095,-18,8,-40,20.409,20.441,18.476    
i,A2A_4UHR,ZINC00000018,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000018,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000036,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000036,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000056,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000056,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000061,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000061,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000083,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000083,-18,8,-40,20.409,20.441,18.476
i,A2A_4UHR,ZINC00000070,-18,8,-40,20.409,20.441,18.476  
i,A2A_4UHR_H,ZINC00000070,-18,8,-40,20.409,20.441,18.476
i,Beta1_2Y00,3D1,-30,-16,25,20.409,20.441,18.476          
i,Beta1_2Y00_H,3D1,-30,-16,25,20.409,20.441,18.476        
i,Beta1_2Y00,4DX,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,4DX,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,ACT,-30,-16,25,20.409,20.441,18.476          
i,Beta1_2Y00_H,ACT,-30,-16,25,20.409,20.441,18.476        
i,Beta1_2Y00,ANP,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,ANP,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,DAO,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,DAO,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,DIH,-30,-16,25,20.409,20.441,18.476          
i,Beta1_2Y00_H,DIH,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,MGT,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,MGT,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,N8M,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,N8M,-30,-16,25,20.409,20.441,18.476        
i,Beta1_2Y00,NAD,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,NAD,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,T27,-30,-16,25,20.409,20.441,18.476           
i,Beta1_2Y00_H,T27,-30,-16,25,20.409,20.441,18.476         
i,Beta1_2Y00,ZINC00001506,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00001506,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00001592,-30,-16,25,20.409,20.441,18.476 
i,Beta1_2Y00_H,ZINC00001592,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00002171,-30,-16,25,20.409,20.441,18.476 
i,Beta1_2Y00_H,ZINC00002171,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00004579,-30,-16,25,20.409,20.441,18.476 
i,Beta1_2Y00_H,ZINC00004579,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00005256,-30,-16,25,20.409,20.441,18.476 
i,Beta1_2Y00_H,ZINC00005256,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00007580,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00007580,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000023,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000023,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000053,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000053,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000056,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000056,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000061,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000061,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000083,-30,-16,25,20.409,20.441,18.476 
i,Beta1_2Y00_H,ZINC00000083,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000095,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000095,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000018,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000018,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000036,--30,-16,25,20.409,20.441,18.476 
i,Beta1_2Y00_H,ZINC00000036,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000056,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000056,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000061,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000061,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000083,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000083,-30,-16,25,20.409,20.441,18.476
i,Beta1_2Y00,ZINC00000070,-30,-16,25,20.409,20.441,18.476  
i,Beta1_2Y00_H,ZINC00000070,-30,-16,25,20.409,20.441,18.476  
i,Beta2_2RH1,3D1,-31,8,6,18.409,18.441,18.476           
