#,receptor,ligand,centerx,centery,centerz,sizex,sizey,sizez
i,mGlu1_4OR2,DAO,21,-20,28,18.409,18.441,18.476           
i,mGlu1_4OR2_H,DAO,21,-20,28,18.409,18.441,18.476         
i,mGlu1_4OR2,DIH,21,-20,28,18.409,18.441,18.476           
i,mGlu1_4OR2_H,DIH,21,-20,28,18.409,18.441,18.476         
i,mGlu1_4OR2,MGT,21,-20,28,18.409,18.441,18.476           
i,mGlu1_4OR2_H,MGT,21,-20,28,18.409,18.441,18.476         
i,mGlu1_4OR2,N8M,21,-20,28,18.409,18.441,18.476           
i,mGlu1_4OR2_H,N8M,21,-20,28,18.409,18.441,18.476         
i,mGlu1_4OR2,NAD,21,-20,28,18.409,18.441,18.476           
i,mGlu1_4OR2_H,NAD,21,-20,28,18.409,18.441,18.476         
i,mGlu1_4OR2,T27,21,-20,28,18.409,18.441,18.476           
i,mGlu1_4OR2_H,T27,21,-20,28,18.409,18.441,18.476         
i,mGlu1_4OR2,ZINC00001506,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00001506,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00001592,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00001592,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00002171,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00002171,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00004579,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00004579,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00005256,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00005256,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00007580,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00007580,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000023,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000023,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000053,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000053,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000056,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000056,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000061,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000061,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000083,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000083,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000095,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000095,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000018,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000018,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000036,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000036,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000056,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000056,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000061,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000061,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000083,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000083,21,-20,28,18.409,18.441,18.476
i,mGlu1_4OR2,ZINC00000070,21,-20,28,18.409,18.441,18.476  
i,mGlu1_4OR2_H,ZINC00000070,21,-20,28,18.409,18.441,18.476
i,Mu_4N6H,3D1,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,3D1,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,4DX,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,4DX,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,ACT,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,ACT,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,ANP,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,ANP,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,DAO,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,DAO,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,DIH,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,DIH,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,MGT,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,MGT,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,N8M,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,N8M,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,NAD,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,NAD,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,T27,-7,-71,70,18.409,18.441,18.476           
i,Mu_4N6H_H,T27,-7,-71,70,18.409,18.441,18.476         
i,Mu_4N6H,ZINC00001506,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00001506,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00001592,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00001592,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00002171,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00002171,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00004579,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00004579,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00005256,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00005256,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00007580,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00007580,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000023,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000023,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000053,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000053,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000056,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000056,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000061,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000061,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000083,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000083,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000095,-7,-71,70,18.409,18.441,18.4766  
i,Mu_4N6H_H,ZINC00000095,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000018,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000018,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000036,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000036,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000056,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000056,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000061,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000061,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000083,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000083,-7,-71,70,18.409,18.441,18.476
i,Mu_4N6H,ZINC00000070,-7,-71,70,18.409,18.441,18.476  
i,Mu_4N6H_H,ZINC00000070,-7,-71,70,18.409,18.441,18.476  
i,Rhodopsin_1F88,3D1,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,3D1,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,4DX,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,4DX,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,ACT,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,ACT,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,ANP,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,ANP,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,DAO,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,DAO,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,DIH,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,DIH,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,MGT,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,MGT,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,N8M,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,N8M,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,NAD,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,NAD,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,T27,70,17,10,18.409,18.441,18.476            
i,Rhodopsin_1F88_H,T27,70,17,10,18.409,18.441,18.476          
i,Rhodopsin_1F88,ZINC00001506,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00001506,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00001592,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00001592,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00002171,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00002171,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00004579,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00004579,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00005256,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00005256,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00007580,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00007580,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000023,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000023,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000053,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000053,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000056,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000056,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000061,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000061,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000083,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000083,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000095,70,17,10,18.409,18.441,18.476  
i,Rhodopsin_1F88_H,ZINC00000095,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000018,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000018,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000036,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000036,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000056,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000056,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000061,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000061,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000083,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000083,70,17,10,18.409,18.441,18.476 
i,Rhodopsin_1F88,ZINC00000070,70,17,10,18.409,18.441,18.476   
i,Rhodopsin_1F88_H,ZINC00000070,70,17,10,18.409,18.441,18.476 
i,SIP_3V2W,3D1,10,20,13,18.409,18.441,18.476           
i,SIP_3V2W_H,3D1,10,20,13,18.409,18.441,18.476         
i,SIP_3V2W,4DX,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,4DX,10,20,13,18.409,18.441,18.476         
i,SIP_3V2W,ACT,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,ACT,10,20,13,18.409,18.441,18.476          
i,SIP_3V2W,ANP,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,ANP,10,20,13,18.409,18.441,18.476          
i,SIP_3V2W,DAO,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,DAO,10,20,13,18.409,18.441,18.476         
i,SIP_3V2W,DIH,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,DIH,10,20,13,18.409,18.441,18.476          
i,SIP_3V2W,MGT,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,MGT,10,20,13,18.409,18.441,18.476          
i,SIP_3V2W,N8M,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,N8M,10,20,13,18.409,18.441,18.476         
i,SIP_3V2W,NAD,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,NAD,10,20,13,18.409,18.441,18.476          
i,SIP_3V2W,T27,10,20,13,18.409,18.441,18.476            
i,SIP_3V2W_H,T27,10,20,13,18.409,18.441,18.476          
i,SIP_3V2W,ZINC00001506,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00001506,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00001592,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00001592,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00002171,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00002171,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00004579,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00004579,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00005256,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00005256,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00007580,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00007580,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000023,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000023,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000053,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000053,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000056,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000056,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000061,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000061,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000083,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000083,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000095,10,20,13,18.409,18.441,18.476  
i,SIP_3V2W_H,ZINC00000095,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000018,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000018,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000036,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000036,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000056,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000056,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000061,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000061,10,20,13,18.409,18.441,18.476
i,SIP_3V2W,ZINC00000083,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000083,10,20,13,18.409,18.441,18.476 
i,SIP_3V2W,ZINC00000070,10,20,13,18.409,18.441,18.476   
i,SIP_3V2W_H,ZINC00000070,10,20,13,18.409,18.441,18.476 
i,SMO_4JKV,3D1,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,3D1,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,4DX,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,4DX,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,ACT,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,ACT,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,ANP,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,ANP,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,DAO,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,DAO,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,DIH,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,DIH,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,MGT,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,MGT,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,N8M,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,N8M,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,NAD,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,NAD,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,T27,-25,22,20,18.409,18.441,18.476            
i,SMO_4JKV_H,T27,-25,22,20,18.409,18.441,18.476          
i,SMO_4JKV,ZINC00001506,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00001506,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00001592,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00001592,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00002171,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00002171,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00004579,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00004579,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00005256,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00005256,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00007580,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00007580,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000023,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000023,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000053,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000053,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000056,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000056,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000061,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000061,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000083,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000083,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000095,-25,22,20,18.409,18.441,18.476  
i,SMO_4JKV_H,ZINC00000095,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000018,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000018,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000036,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000036,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000056,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000056,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000061,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000061,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000083,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000083,-25,22,20,18.409,18.441,18.476 
i,SMO_4JKV,ZINC00000070,-25,22,20,18.409,18.441,18.476   
i,SMO_4JKV_H,ZINC00000070,-25,22,20,18.409,18.441,18.476 
i,P2Y12,Cilostazol,18,103,50,10.409,10.441,18.476 
i,CB1_5U09,Cilostazol,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00968327,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC01481815,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC01542392,21,-2,-4,18.409,18.441,18.476  
i,CB1_5U09,ZINC01552174,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC03812865,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC03830332,21,-2,-4,18.409,18.441,18.476  
i,CB1_5U09,ZINC03831625,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC03860156,21,-2,-4,18.409,18.441,18.476  
i,CB1_5U09,ZINC03875334,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC03927870,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC04213946,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC13540266,21,-2,4,18.409,18.441,18.476 
i,CB1_5U09,AM6538,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,Cilostazol,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC19594535,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,Taranabant,21,-2,-4,18.409,18.441,18.476
i,CB1_5U09,3D1,21,-2,-4,18.409,18.441,18.476           
i,CB1_5U09_H,3D1,21,-2,-4,18.409,18.441,18.476         
i,CB1_5U09,4DX,21,-2,-4,18.409,18.441,18.476           
i,CB1_5U09_H,4DX,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,ACT,21,-2,-4,18.409,18.441,18.476            
i,CB1_5U09_H,ACT,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,ANP,21,-2,-4,18.409,18.441,18.476           
i,CB1_5U09_H,ANP,21,-2,-4,18.409,18.441,18.476         
i,CB1_5U09,DAO,21,-2,-4,18.409,18.441,18.476           
i,CB1_5U09_H,DAO,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,DIH,21,-2,-4,18.409,18.441,18.476            
i,CB1_5U09_H,DIH,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,MGT,21,-2,-4,18.409,18.441,18.476            
i,CB1_5U09_H,MGT,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,N8M,21,-2,-4,18.409,18.441,18.476           
i,CB1_5U09_H,N8M,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,NAD,21,-2,-4,18.409,18.441,18.476            
i,CB1_5U09_H,NAD,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,T27,21,-2,-4,18.409,18.441,18.476            
i,CB1_5U09_H,T27,21,-2,-4,18.409,18.441,18.476          
i,CB1_5U09,ZINC00001506,21,-2,-4,18.409,18.441,18.476  
i,CB1_5U09_H,ZINC00001506,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00001592,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00001592,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00002171,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00002171,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00004579,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00004579,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00005256,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00005256,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00007580,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00007580,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000023,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000023,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000053,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000053,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000056,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000056,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000061,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000061,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000083,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000083,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000095,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000095,21,-2,-4,18.409,18.441,18.476
i,CB1_5U09,ZINC00000018,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000018,21,-2,-4,18.409,18.441,18.476
i,CB1_5U09,ZINC00000036,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000036,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000056,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000056,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000061,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000061,421,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000083,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000083,21,-2,-4,18.409,18.441,18.476 
i,CB1_5U09,ZINC00000070,21,-2,-4,18.409,18.441,18.476   
i,CB1_5U09_H,ZINC00000070,21,-2,-4,18.409,18.441,18.476
